X-axis,Y-axis,Class
0.009868969994886623,2.9124763231643445,3.0
-2.3931167709212664,1.6908079024609362,3.0
-2.4500087302582623,1.709274766000186,3.0
-4.395519973169737,1.5117775665017794,3.0
2.6855645960940855,0.7852402418620492,1.0
-0.40209457943626137,4.043843238118933,3.0
-2.775212260384226,4.935380743183167,3.0
5.8099961858697124,-0.48871687148467335,2.0
-1.5681718919385759,0.7760121965137875,1.0
-0.5264513431977735,3.3760815447323127,3.0
-0.8147419911098877,-1.2743523504761214,2.0
-2.399829408303628,0.7766785707094193,1.0
0.4525316876504615,1.387044933065628,1.0
-2.4447336322144633,2.86109193519589,3.0
4.650330309635514,1.8048331279778969,1.0
-0.5260780455000231,1.0232402409200367,3.0
0.7003175887233053,2.0838734314817247,3.0
-0.14962394762573827,-1.386104714887101,2.0
-0.25526168031002094,1.5966210363852966,1.0
-6.0783841703468795,0.5714865027975458,1.0
-0.9371672318341564,0.16498273757806226,1.0
-2.0961274804216745,3.02538720623674,3.0
-3.462013819643466,0.20118991294058586,3.0
-2.322439139623518,2.241344484485756,3.0
0.556194396676641,-0.6338962450546681,2.0
-1.915989061644407,2.490498527971984,3.0
-1.9335589067637062,2.2496874964840208,3.0
-3.0081287166855257,-1.3368115352989767,2.0
-1.469931835617097,0.7441232057905443,3.0
-2.366884626955839,2.774117105637281,3.0
7.352266740529005,-1.3555633038946822,2.0
4.422721702990906,-0.029800037072791996,2.0
3.42931275506145,0.7903983695228389,1.0
-2.3072824721716145,2.3990076849010262,3.0
-0.24325564846724246,-1.061700478062433,2.0
-1.0651877023958476,0.22000060565598156,3.0
-2.9204332968494437,1.6120277808445254,1.0
8.89141444134259,0.568700266172524,1.0
5.584740250638887,-1.4164761076124344,2.0
3.0928857315389866,-0.7953658761962629,2.0
-3.1114571647673124,1.6072351684383983,1.0
-0.8307165887102039,1.5852139287643938,3.0
3.39841430812453,-0.08961508885827474,2.0
3.3345112705218725,0.9439584598291869,1.0
-4.47797064052274,-2.227316510783819,2.0
-0.5382595977965248,-1.5379358963865426,2.0
3.1896648578000555,-0.8026636051687968,2.0
-2.932143126254331,1.670945798777045,3.0
-3.6871165974612694,0.984843893559018,1.0
4.113572668271732,-1.4615134353953598,2.0
-0.6314373815136467,-0.05980220001766956,2.0
0.35217530531878694,-0.6225511763712193,1.0
-3.44376630391499,1.3284228061300367,3.0
2.318373547905707,0.08475087718613106,1.0
2.758444347579272,0.1104942955781778,2.0
6.754755273973648,0.6059324375625635,1.0
-4.783959774740413,-1.429150649083969,2.0
0.3219640817616132,1.9141812675352146,1.0
-1.2853603000566252,1.0177903077506032,1.0
-3.897213153360792,-0.7150915391043541,2.0
-4.863134933522767,-1.0584422907053033,2.0
-7.244260478073656,1.2882239885642437,1.0
-0.7924220224137213,-0.13216788108324717,2.0
1.715459074269579,0.6735502555621693,1.0
-3.6062057296349534,0.797216627118659,1.0
-13.857097489079814,-0.7262926054783796,2.0
-3.29795161909994,-1.1731384243086116,2.0
