X-axis,Y-axis,Class
-0.839138894079867,3.2022970740270136,3.0
-1.1478202029931113,-0.842892646908972,2.0
0.6357213877982949,1.823112733600752,1.0
2.5131941809721923,-0.4972995447982591,1.0
1.8590327912496312,-0.032014987261560934,1.0
-0.9918374486850488,2.869556746745635,1.0
-0.6121434694625851,-1.9743821419993957,2.0
-2.125488239731987,1.7864386006530082,3.0
0.26490525452525304,2.3353967227503336,1.0
-2.1608659413329923,2.677031064119099,3.0
-2.298741747359031,1.8723668974231265,3.0
-2.012624471747155,2.3541751406364146,3.0
0.8109154120721169,-2.8404375995972098,2.0
-0.5340155676829115,1.7798498774909577,3.0
0.0978054934026964,2.0417296624108707,1.0
-3.0701010428421114,1.7101964979633575,3.0
-2.790552650657496,0.9661391341132917,2.0
-0.9598427138825749,0.9056209088882603,3.0
-2.7638308012028463,1.196130369127133,3.0
0.6124184837310116,-3.011614641601031,2.0
-1.7026874348331456,-0.1583039983714768,2.0
0.3500468075175607,1.7593595699539022,3.0
-0.4522915092800648,3.2000197368024015,3.0
1.8449962194498288,0.5626218429393015,1.0
-0.5216289518914625,2.426533629544802,1.0
3.2143537107591533,-0.8169590300691907,1.0
3.068773029940659,-1.806538498953826,1.0
1.645081646735695,0.47615285501956606,1.0
-0.043643394153865644,1.4169079627557277,1.0
-3.4631505885018092,0.5041546436690059,3.0
-3.252965487413096,0.047311906272245574,2.0
-0.4900034346072517,2.354949886199915,1.0
-1.6108453950270802,1.7824645094456888,3.0
-2.102748240835764,2.565937042089566,3.0
-1.5214657759208574,0.9260724961824987,3.0
1.1174906389366868,-5.444067635431288,2.0
1.561217786976525,-2.6729410638546534,2.0
-2.466458783908365,0.49599223003376425,2.0
-2.855530493596415,2.5415617961782058,3.0
-1.2212309497269178,-0.6633328808038925,3.0
-0.9575934009673145,-1.0419878680249413,2.0
-2.6704560541858635,1.6534347152430098,3.0
0.03595853785080494,-2.703332685812989,2.0
1.8368906338740962,-3.608400875007636,2.0
-0.7058031109407057,0.008075791641042773,2.0
-1.2841600338663728,2.182655976537787,3.0
-1.1843956852233792,-2.35975875577569,2.0
1.737138559686563,-1.9865315867015045,1.0
-0.18904197276846402,-1.3864654116912547,2.0
1.9056859772450565,-0.5358436342657336,1.0
-1.6355441186914226,-0.5833169681609142,2.0
1.4165411943260207,-0.48699051024079854,1.0
0.20710081392901414,0.4132563168365039,1.0
-2.058158431677966,1.4362424070406448,3.0
-1.163226619858696,-1.5723064525758588,2.0
2.1283076988359575,-0.21907744963075815,1.0
3.306032668407383,-0.6682703408430277,1.0
-1.2289718691844622,2.293407307733419,3.0
2.8319844109078125,-1.3011764172398164,1.0
-0.8741089309328411,-1.7737779212923581,2.0
3.767501672259279,-1.9619232085826526,1.0
0.494989883418238,-3.35169466689281,2.0
-0.757935583437215,-0.29820785169915487,2.0
0.5191879052705022,0.943743972101122,3.0
-2.0203782707888234,0.11118515287436481,2.0
-2.7197008464454417,0.43380050991560437,2.0
-0.6777074965596513,-1.6381304157551813,2.0
-1.3861135343151654,-1.5880966240699772,2.0
-2.729034001329351,1.3398553287368298,2.0
-2.5683196764609546,2.203006034295423,3.0
1.2341030848960854,1.099466226295552,1.0
2.488013372496589,0.08356787569632462,1.0
-0.5995765714091144,2.8831924284136217,3.0
-1.4892436149517314,4.361983926886495,1.0
0.5271792074283843,-3.164443002512894,2.0
-1.9018802412231275,2.0065181669324037,3.0
-0.7570962328171937,-1.0952949699554768,2.0
-3.603889325136212,1.9850277583111187,3.0
-1.4253830154872582,1.757527322075208,3.0
2.496958820484369,-0.8779044141987724,1.0
-1.978492936582855,0.8908097492650511,3.0
-1.7485501412250357,0.09460674043802286,2.0
-1.299141645880006,1.9366066038557812,1.0
-1.8307088060819665,-0.32074255507030147,2.0
-1.2561269839051357,3.1156772583531267,1.0
-2.380781926269029,0.7191267201066964,3.0
0.6160011986082292,-2.5521127462149025,2.0
-1.3809541381134025,1.4388910288156407,3.0
-1.070420148928809,-1.3002691531916977,2.0
-0.5711242137343728,2.480346212807796,1.0
-1.5541618531607773,3.0892199909709155,3.0
-0.6419106328719111,2.0887509976114575,3.0
-0.393080267386956,2.1784790690103755,1.0
-1.7882414357333292,-0.48241568087708353,2.0
-0.750684910454949,-1.4809358330573257,2.0
-2.436008857051616,0.9758540285779613,2.0
-2.184200189242961,1.1895353263927033,3.0
2.863285156850161,-0.10480037513143214,1.0
2.0211698148529456,-0.02458369999136556,1.0
-1.627232336400172,1.4224462321369977,3.0
-1.6591578028108929,-1.5996892086328804,2.0
-3.0543317060901387,1.29850074544887,3.0
-1.1481042021443308,2.0469795409332816,3.0
0.011824448732311255,2.1774701113739514,1.0
-1.0532254123916336,1.79290240835238,3.0
-1.2024449672336124,-0.36750268454074986,2.0
3.3958371537592935,0.4097337352093835,1.0
3.5646050007890797,-1.1415708109085299,1.0
-2.2382392485616003,1.5937861416339645,3.0
-2.6124086972446072,0.9231167171574666,3.0
-0.641633683298799,-0.9774186864101337,2.0
-1.0327423686064263,1.7678014109933913,3.0
1.4963029343766758,1.1482959436110465,1.0
-0.2933485992994821,-2.1567744434380898,2.0
0.7499836059593065,1.0699938538464335,1.0
-1.3944454567496365,-0.1568187089356996,2.0
-0.6317542855839897,2.6048222163712134,3.0
0.7942528705258322,0.967933843005705,1.0
-1.2617791537753185,2.1249309661470805,1.0
-1.143360096666446,-1.502267084178945,2.0
1.2890139964538618,1.084172563613009,1.0
-4.637598652576125,3.298117453875019,2.0
-2.4486671613054285,-0.31262759838903587,2.0
1.9647506464329514,-0.021840261667942062,1.0
-3.349665358535119,2.3258121549354414,3.0
-1.5597683024946742,3.378334142332267,1.0
0.4018973763099374,0.9296347445328914,1.0
-0.16854305545762616,-2.6647744043368076,2.0
-1.9285294047393937,0.6120199948839327,2.0
1.5548222447636995,2.762224436198887,1.0
-2.1201037751471454,2.4617849106797167,3.0
2.8427077575429385,-0.40369366239060933,1.0
2.965258904629807,0.37865526105820635,1.0
0.6179812464352104,1.7087796244221414,1.0
-1.1279204112995838,3.8245021694426047,3.0
-1.0113381076442087,-0.7754068115550588,2.0
-2.732788813602382,1.060850874564291,3.0
-3.6767443700666758,1.8624288661241613,3.0
