x1,x2,y
0.0284533933877734,0.8672358053575483,-0.15624400654906448
-0.5263567373058609,0.7541679770770933,-1.4522088054844409
0.741745711976259,-0.112823145166004,-0.8033807826938177
0.7112608769526042,-0.4150917517321775,-2.2817393148513476
-0.0094398380448492,0.8410132751742294,-0.007647977497351374
-0.476052239723539,0.7508914654913771,-2.7361624733439553
0.7504597128811611,-0.178017753909695,-1.121848405121447
0.5081302059736584,0.1625579430337448,-1.3296185319799803
0.4015479451094269,-0.6504971509316037,5.938657184768144
0.7083115194557716,-0.8311459686943669,-1.1214339095409558
0.2868163133279625,0.8156462614621811,-3.6070011114353573
-0.4106373291993385,-0.3679404321763024,5.872683592497009
-0.902593248269661,-0.2192029527119616,-0.4834118050604848
0.0959009228211636,0.9494722505989794,-0.02683335048506097
-0.1678278469620928,0.0179281682110625,-0.13324444716978512
0.3206108739067219,0.8717875863662745,-2.818218162800403
-0.343366627115322,0.7041901999924557,-5.763631084712701
0.4764636781869145,-0.484818373604952,4.005013849018377
0.0341008622292133,0.8616877269989011,0.16141203872549653
-0.4183923807685858,0.6290681858278941,-5.552791795433063
0.3552879002711278,0.893466462944872,-2.477650689700649
0.0013483043789273,0.7136776980636261,-0.03760049266363133
-0.5250193252948919,0.4631729534460794,-2.1905335900363867
-0.2768376963498092,0.2315313086567433,-4.34723433400934
0.6291413010380263,-0.694690597351265,-1.1675829875941905
0.5375644569209795,0.628533965697156,-1.471879187057978
-0.4542946662569584,0.1374162397138559,-2.2915556540647253
0.7172268408497156,-0.7522916265567655,-1.658974759718524
0.2596839892208065,0.5778763743585668,-5.693590634595966
0.1553655809097608,0.7166018552744851,-2.2796856264299086
-0.0084118715682831,0.7235308445499125,0.10809770270178826
0.0372363473461707,0.6590373356098127,-0.14002057014183
0.4745589229317311,0.0509399095244682,-0.6627952902020169
-0.5808994362270324,0.4094259615842712,-0.014871852547704137
0.0513483347715783,0.5464947903205232,-0.280662650343223
0.0710421405216572,0.4152344031941044,-0.48890600781478405
0.0558076414731356,0.8046045880861434,-0.38282137351878376
-0.4354026474567711,0.7476166649670407,-3.9483434880229704
-0.0716101130584859,0.6854420311380347,-0.539003256630895
-0.4686013028564531,0.8481633223955622,-1.9265060175737607
0.6279960170806616,0.071807836018999,0.20613642072912164
0.7987295882779364,-0.625007390552278,-1.7186876438762617
-0.350550689077759,0.7048645787845929,-6.00447883166858
0.582760308708941,-0.3916021059322919,-0.1386504573166112
-0.3749278689234964,-0.2655977336008583,5.205605985894834
-0.3333099102617577,-0.3621294885809236,6.713403711374505
0.2651305112550421,0.9953955191918498,0.07913595816356578
0.334867994433128,0.9043134993146388,-2.1715706914914805
-0.961253781169858,-0.5281265684167774,-0.16904578222207936
0.1178750110370481,0.7569339271187201,-1.2439752551358052
0.6816984767877599,-0.8319721416277106,-1.103891359331517
-0.0993931546870033,0.4239302205079089,-1.0381113485450624
-0.8903344714289132,-0.5410086328657121,-0.7050150205731192
0.0394694620449291,0.7126599655757841,-0.14747736169074593
0.1302521541199273,0.6940460045553407,-1.6030597977968817
0.3862244815506299,-0.559700211781283,6.878278383256842
0.2257008464683983,-0.6770939679217629,4.529628816216046
0.3081191821928262,-0.0597123609629993,1.4624042529487462
0.6283026157409367,-0.6682488383658116,-1.2126120010590251
-0.044248887784781,0.0433579178647606,0.0898141405422798
0.3463789862148655,0.6252607450004,-6.841530874877604
-0.7163703613461523,0.0986596397576812,0.752248556175981
0.6796111548177347,-0.4487923734695808,-2.448316341304059
0.7206306850822609,-0.5231584166401729,-2.3805428953196706
-0.4630621377553079,-0.3338196740582257,4.069542802922237
0.5211141818452133,-0.6213054608976932,2.005766778519726
0.606832923959961,-0.1585829094657634,-0.5586892458144568
0.1095051058289301,0.381558564630184,-1.4308321549875531
-0.108572630785154,0.0598403094990916,-0.3903384848133298
0.3323494337560735,0.9784388981411928,-0.2679575546817
0.4247084252674297,0.8151276348105649,-3.335480454370356
0.6377196196906803,0.682604680840028,1.3522978827694119
-0.0105576934185969,0.7660538204885591,-0.05522908771507298
-0.4648641204795124,0.1290342548949143,-1.8114151428799947
0.2692216844690988,0.8662892495042755,-2.5876822405530158
-0.5059191273770491,0.8149683920745692,-1.5353667158115225
-0.6682059416542104,0.3595936974174721,1.8275577748266796
0.0613803069467794,0.5197921250405299,-0.5714917934870454
-0.4440549828578756,0.7563671937157554,-3.743208272876119
0.4038273425354669,0.8336365038674258,-3.414978653712042
0.8009860950507032,-0.8807336789053546,-0.6578367224201298
0.8111540094728774,-0.462702746641102,-1.6595219346154115
-0.0785033995956864,0.0195645665718617,0.08651118876636613
0.4650033697640781,0.9218736365124872,-1.2184342127451162
0.1960482831702023,-0.636892225298533,3.673117813423878
-0.8092175695873216,-0.4479598985595625,-1.500750275644027
-0.0861164198756442,0.0485297620792722,-0.2972937921178074
0.7714940790567794,-0.4274780070174488,-1.9190477579085616
-0.2723224377455994,0.7153062960365337,-4.773830578449733
-0.3451075681571578,0.6170841051248342,-6.8681752136486685
0.3130442476113282,-0.6317521939794255,6.601804907886368
0.6730798382609992,-0.4826768144955371,-2.0274783975071387
-0.3750763059486189,-0.0571050962521152,1.252527347892609
0.3319475853714022,0.6115982595788867,-6.953032018007933
0.1999776064814256,0.59554230325575,-4.0783196219163464
0.1269059106387889,0.699521605957439,-1.629374375375845
0.0357585859818282,0.8534504712531347,-0.04387145800711288
-0.3990079206662661,0.722704819965427,-5.246261698645227
0.0919853704416385,0.4201914660772659,-0.942472431368264
0.0149742386798436,0.4391884969657114,0.007419413160892337
0.002564802949567,0.7772192600094587,-0.051629367586478216
-0.0015418387208607,0.7789788343950116,0.08764736513455332
-0.5175738365554725,0.7479849597178235,-1.7346153260994914
-0.3374455177602753,-0.396059184462109,6.948381697575686
0.8172152521357083,-0.54617581163237,-1.4435359501862923
-0.5236688327627702,-0.3431094961844181,1.889403338711699
0.5238141154043996,0.8174159071709538,-1.1079477233157855
-0.9232005206683476,-0.4186338548394442,-0.5693716357171636
-0.8586171059411805,-0.619776188773468,-0.9728809416037687
0.0016151249685079,0.4952998778001847,-0.05954666251910989
-0.5905174661340505,0.4132433347364956,0.5242844299731579
0.6303432687867931,-0.5568100636846773,-1.5079681476005675
-0.0653477516012033,0.0098837643126238,0.021249240717696596
0.626484970774056,-0.579835240229861,-1.3312645014900653
0.5515557802902873,0.0252977581526299,0.017179241098990675
0.7108709135583499,-0.866262960542555,-1.0493357232679532
0.3131304395608005,0.0125571960779294,-0.3596538134137917
-0.8204812302358824,-0.5826173864269584,-1.4428641811744516
